date,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31,P_32,P_33,P_34,P_35,P_36,P_37,P_38,P_39
12/2/2012,3,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,2,0,1,1,1,2,1,1,2,0,0,0,0,1,1
12/3/2012,2,1,0,1,2,0,0,2,0,0,0,2,2,1,0,0,0,1,1,1,1,1,0,1,3,1,1,0,0,1,1,0,0,0,0,2,0,1,1
12/4/2012,0,0,1,3,0,1,2,0,1,1,0,1,1,0,1,0,0,1,1,2,1,0,0,1,0,1,1,1,1,0,1,0,0,2,0,0,2,2,1
12/5/2012,1,0,3,0,0,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,1,3,1,1,2,1,0,2,0,2,2,0,1,0,1,0
12/6/2012,0,0,0,1,1,1,1,0,0,0,0,2,0,1,0,0,1,1,1,0,2,0,0,1,1,2,1,0,1,2,1,1,1,1,1,0,3,1,1
12/7/2012,1,1,0,0,0,0,2,1,0,0,0,0,2,2,2,0,2,3,0,0,1,2,0,0,1,1,0,0,2,1,1,1,1,0,0,0,0,1,2
12/8/2012,2,3,0,2,0,1,2,1,0,0,1,1,0,0,1,2,0,1,0,1,1,1,1,0,1,2,0,0,3,0,0,0,1,0,0,1,1,0,0
12/9/2012,0,1,1,1,1,2,0,0,0,0,2,2,0,0,1,0,1,0,1,2,0,0,0,2,0,1,1,2,0,0,0,2,1,0,1,1,2,2,0
12/10/2012,1,1,0,1,1,1,0,0,0,1,1,0,1,0,2,2,0,1,2,1,0,0,0,1,0,1,2,1,1,1,0,1,1,0,2,1,1,1,0
12/11/2012,1,0,0,1,0,1,0,1,0,4,0,0,1,0,0,0,0,0,1,1,2,1,0,1,2,0,2,0,1,1,0,1,3,1,0,1,1,1,1
12/12/2012,1,2,0,0,1,0,1,0,0,0,2,2,0,0,0,1,2,0,0,3,1,1,2,2,1,0,0,1,0,1,1,2,1,1,0,0,0,1,0
12/13/2012,0,2,0,1,1,1,0,0,1,0,1,1,1,0,2,0,3,0,0,1,2,0,0,0,0,0,0,1,1,2,1,0,1,1,1,0,2,2,1
12/14/2012,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,3,1,1,2,1,0,0,2,2,0,1,0,2,0,2,2,0,3,1
12/15/2012,2,1,1,0,0,1,1,0,0,0,1,1,1,2,2,1,1,3,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0
12/16/2012,0,2,2,0,1,1,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,2,1,1,1,1,1,0,2,1,0,0,0,2
12/17/2012,2,0,2,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,3,1,0,0,1,1,2,0,0,1,1,0,2,1,2,1,0,0,2,1,1
12/18/2012,1,0,1,3,0,0,0,1,2,0,1,2,0,1,1,1,0,0,0,0,1,1,2,3,2,0,1,0,1,0,1,0,0,0,1,0,1,2,0
12/19/2012,0,0,2,0,0,1,0,1,0,1,1,2,1,1,1,1,1,0,1,1,1,3,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,3,1
12/20/2012,0,1,0,1,0,2,0,2,1,1,2,0,0,4,1,1,0,2,0,0,1,0,2,2,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0
12/21/2012,2,0,0,2,2,0,0,2,1,0,1,1,2,0,0,2,0,0,2,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1
12/22/2012,0,2,2,0,1,0,0,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,1,2,1,3,1,1,1,1
12/23/2012,2,0,2,1,0,0,1,3,1,0,0,1,0,0,0,0,0,2,1,0,0,1,2,0,1,1,4,1,1,0,0,0,1,1,0,0,2,0,1
12/24/2012,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,2,3,1,2,0,0,1,0,1,2,0,0,0,1,2,1,2,0,1,2,1,0,1,0
12/25/2012,1,2,2,0,1,0,0,0,0,1,0,1,1,0,0,1,2,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,2,1
12/26/2012,3,1,2,2,1,2,0,1,0,1,1,1,0,0,1,1,1,1,0,2,0,0,0,2,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0
12/27/2012,3,0,0,0,2,0,2,3,1,0,2,0,0,0,4,1,0,1,0,1,0,0,0,0,0,2,1,0,1,0,2,0,1,0,0,0,1,1,1
12/28/2012,3,0,2,0,0,0,1,1,1,0,1,1,0,2,2,1,1,0,1,1,0,0,1,1,1,0,2,0,1,2,0,0,0,1,0,1,0,0,2
12/29/2012,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,2,2,1,2,1,2,0,1,1,2,1,2,0,1,2,0,0,1,0,1,1
12/30/2012,2,1,0,0,1,0,0,0,1,0,1,3,0,1,0,3,0,0,1,3,1,2,0,1,0,1,1,0,0,2,1,1,1,0,1,0,0,1,0
12/31/2012,1,1,0,0,1,1,0,2,0,0,1,0,1,0,2,1,2,0,0,3,1,1,1,0,1,0,1,0,0,3,1,2,1,0,0,0,1,0,1
1/1/2013,0,0,0,1,0,1,1,2,0,0,0,1,1,0,1,0,0,0,1,0,1,2,1,1,0,0,0,2,0,1,2,1,2,0,0,3,2,1,2
1/2/2013,0,2,0,2,1,2,2,0,1,0,0,1,0,0,2,1,0,2,1,0,1,1,0,0,0,1,4,1,0,0,0,0,0,0,1,1,1,1,1
1/3/2013,1,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2,2,3,0,1,0,1,0,0,3,2,0,0,0,1,2,0,1,2
1/4/2013,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,2,1,1,0,1,1,0,1,1,2,0,0,2,0,1,0,0,2,3,0,0,2,0,3
1/5/2013,0,0,1,1,1,0,1,2,0,2,1,2,0,0,1,1,1,0,0,4,2,1,0,1,1,1,0,0,1,0,0,2,1,0,1,0,1,0,0
1/6/2013,1,1,0,3,2,1,2,0,2,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,2,0,1,1,0
1/7/2013,1,1,0,0,1,2,2,0,0,1,0,0,1,0,1,1,2,0,2,0,2,1,0,2,0,2,3,0,2,0,0,0,0,0,1,1,0,0,1
1/8/2013,1,2,2,2,0,0,2,2,1,0,0,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,1,1,1,0,0,1,1
1/9/2013,1,0,1,1,1,0,0,1,1,1,0,2,0,1,2,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,2,1,1,1,1,1,0
1/10/2013,0,0,0,0,0,2,0,0,1,0,1,0,2,2,1,0,0,1,2,1,1,1,1,0,3,1,2,0,0,1,1,0,1,0,2,2,1,0,0
1/11/2013,0,0,0,2,1,1,2,1,0,0,0,0,0,1,1,1,2,0,2,0,1,0,2,0,2,0,2,0,2,0,1,1,0,0,0,1,1,3,0
1/12/2013,0,1,1,1,0,2,1,0,0,0,1,0,1,0,0,1,0,1,2,0,0,1,1,0,1,1,1,1,0,1,1,0,4,0,2,0,1,2,1
1/13/2013,0,0,1,2,3,1,0,1,2,0,2,2,0,1,1,0,0,0,0,0,2,1,2,1,2,0,0,0,0,1,0,1,0,1,1,1,0,1,0
1/14/2013,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,2,2,3,2,0,0,1,2,2,0,1,1,0,0,0,2,1,2,1,0,0,2
1/15/2013,0,1,0,1,1,1,2,2,0,1,0,2,1,2,0,1,0,0,1,1,1,1,0,0,1,1,0,2,0,1,0,1,1,0,1,1,2,0,0
1/16/2013,1,0,1,0,1,1,0,2,1,0,2,0,1,2,1,2,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2,1,2,1,1,0
1/17/2013,1,0,1,0,1,1,1,1,1,0,1,0,1,2,1,3,0,0,2,0,0,2,0,1,0,2,2,0,0,1,0,1,1,0,0,0,0,0,3
1/18/2013,1,0,0,0,0,1,2,0,1,1,3,1,0,1,0,1,0,1,0,2,1,2,1,0,0,0,0,1,2,0,0,1,1,0,0,2,1,1,2
1/19/2013,2,0,0,0,0,3,1,1,0,1,2,1,1,0,0,1,0,0,1,2,2,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,1,2,0
1/20/2013,2,0,1,1,0,0,1,0,3,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,2,1,1,1,2,0,1,0,2,0,2,0,1
1/21/2013,0,0,1,0,0,0,1,0,2,1,1,2,1,2,0,1,0,0,0,0,1,1,2,0,0,1,0,0,0,1,0,2,1,1,0,4,2,2,0
1/22/2013,3,0,0,1,1,0,0,1,1,0,1,0,0,1,2,1,1,1,0,0,1,1,0,0,1,0,1,1,2,0,1,0,1,2,1,1,2,1,0
1/23/2013,2,0,0,2,1,2,1,1,0,0,0,0,0,1,0,1,2,0,0,4,1,0,1,1,1,0,1,1,1,1,1,0,0,1,2,0,1,0,0
1/24/2013,2,0,0,2,1,1,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,2,1,3,0,1,0,2,0,1,0,2,1
1/25/2013,0,3,1,2,0,0,2,1,0,1,0,3,3,0,0,1,1,0,1,0,0,2,2,1,1,0,1,0,0,1,0,0,0,2,0,0,1,0,0
1/26/2013,1,0,1,1,1,1,2,1,1,1,0,0,2,1,1,0,1,0,1,1,0,2,0,1,1,0,2,1,0,1,0,0,1,0,0,1,1,1,1
1/27/2013,1,0,1,0,0,1,0,1,1,1,1,2,0,1,0,1,0,0,0,0,2,3,1,0,0,1,0,0,2,1,0,1,1,2,0,1,1,1,2
1/28/2013,1,2,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,2,0,0,1,1,0,1,1,1,1,1,2,1,1,0,1,3,0,1,1
1/29/2013,0,1,1,0,2,1,0,0,1,2,0,1,0,1,0,1,0,1,1,1,0,2,0,0,1,3,0,1,0,1,1,0,1,1,0,1,1,3,0
1/30/2013,0,0,0,0,3,1,1,0,0,2,3,0,0,0,0,0,0,1,1,1,0,1,0,2,0,3,0,0,0,1,2,2,1,1,0,1,0,1,2
1/31/2013,1,0,0,1,2,1,1,0,0,1,1,1,2,0,0,1,0,1,1,0,2,0,1,0,0,2,0,1,2,1,0,2,1,1,1,1,1,0,0
2/1/2013,1,0,0,0,0,2,1,4,1,2,0,0,1,3,1,1,0,3,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,1,1,2,0,0
2/2/2013,0,1,0,1,1,1,0,1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,0,0,0,2,0,1,1,0,0,0,0,1,2,2,2,1,0
2/3/2013,0,1,1,1,2,3,2,0,0,0,1,0,1,1,1,3,2,1,0,0,1,0,0,1,1,2,1,0,2,0,1,1,0,0,0,0,0,0,0
2/4/2013,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,2,2,0,1,2,0,0,1,1,1,0,0,1,0,0,2,1,0,2,1,1,1,0
2/5/2013,1,1,0,1,1,0,0,0,0,2,3,0,1,1,2,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,2,1,1,1,0,2
2/6/2013,1,1,1,2,1,1,0,0,1,2,1,1,0,0,2,0,1,0,2,0,1,0,0,0,0,0,1,1,2,0,2,1,0,2,1,0,0,1,1
2/7/2013,1,2,2,3,0,0,1,0,0,0,0,1,1,2,1,1,0,1,0,2,0,0,1,0,0,0,0,1,2,0,1,0,1,3,2,0,0,1,0
2/8/2013,3,1,0,0,0,1,3,0,1,0,2,2,0,1,4,0,0,0,0,0,0,2,1,1,1,2,0,0,1,0,0,0,0,1,1,1,1,0,0
2/9/2013,2,0,1,1,1,1,1,0,0,2,1,0,2,0,1,0,0,2,0,0,0,2,0,0,0,2,2,0,0,1,0,2,1,0,2,2,1,0,0
2/10/2013,0,0,1,0,0,0,0,1,1,2,1,2,1,4,1,0,3,0,2,1,0,0,1,0,0,0,0,0,1,1,1,0,0,2,0,0,2,1,1
2/11/2013,3,2,1,0,1,0,1,0,2,0,0,2,0,1,0,1,0,1,0,0,3,1,0,0,1,2,0,0,1,1,1,0,1,1,0,0,0,1,2
2/12/2013,2,1,1,1,1,0,1,1,0,1,1,2,1,0,0,0,0,1,1,0,0,3,0,1,1,0,1,0,2,1,0,0,3,0,0,1,0,1,1
2/13/2013,0,0,0,2,1,1,0,1,0,0,1,0,2,1,2,0,2,1,2,0,0,0,1,2,1,0,1,2,0,1,0,1,0,0,2,1,0,0,2
2/14/2013,0,1,0,1,0,2,1,1,1,0,1,1,1,2,0,0,0,2,2,2,2,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0
2/15/2013,0,0,2,1,2,0,1,2,1,3,0,1,1,0,1,0,0,2,1,0,1,0,0,0,0,1,1,1,0,0,1,0,2,0,2,1,0,1,1
2/16/2013,1,0,2,1,0,2,1,1,1,0,1,0,1,0,0,1,3,2,0,1,0,0,1,1,0,0,2,1,1,1,1,1,0,0,1,1,0,0,1
2/17/2013,0,1,0,0,2,0,1,1,1,1,1,1,1,1,1,0,1,0,2,0,0,0,1,0,0,1,3,1,1,0,1,0,0,0,1,2,2,1,1
2/18/2013,0,3,0,0,1,0,0,0,1,2,3,0,1,0,0,3,0,1,1,2,0,1,0,0,1,2,1,1,0,0,0,1,2,1,0,2,0,0,0
2/19/2013,0,0,0,1,1,0,0,2,0,0,1,1,4,0,0,2,1,0,0,0,2,2,4,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,2
2/20/2013,1,0,0,1,2,0,0,0,0,1,0,2,0,1,2,0,0,0,1,2,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,4,2
2/21/2013,1,0,1,0,2,1,2,0,2,1,1,1,0,1,1,2,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,2,1,1
2/22/2013,0,1,0,1,0,2,0,0,0,1,0,1,1,1,1,0,1,0,2,0,0,0,0,1,1,1,2,1,1,2,1,1,0,2,1,1,0,2,1
2/23/2013,0,0,0,0,0,2,1,1,0,0,1,0,0,0,2,0,1,2,0,1,0,0,2,0,1,1,3,1,1,0,3,1,1,1,2,1,0,0,1
2/24/2013,0,0,2,3,2,1,1,0,0,0,2,0,0,1,3,2,1,1,0,2,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0
2/25/2013,0,1,0,0,2,0,0,1,1,2,0,0,0,0,1,0,0,1,1,0,0,2,2,2,2,1,2,2,1,1,0,0,1,0,1,0,2,1,0
2/26/2013,2,1,0,0,1,0,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,2,0,1,0,1,1,0,1,1,1,1,0,2,1,0,2,0
2/27/2013,1,0,1,1,2,1,1,0,2,2,0,0,0,0,0,2,0,0,0,1,0,0,0,2,1,2,0,0,3,0,2,1,0,1,0,2,2,0,0
2/28/2013,2,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,2,1,1,0,1,0,2,1,0,1,2,0,2,1,3,0
3/1/2013,0,0,2,1,0,1,1,2,2,4,0,0,0,2,2,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,1,1,0,0,2,1,0,1,1
3/2/2013,0,1,2,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,2,1,2,1,0,1,1,1,1,0,0,1,1,0,1,0,0,3,0,0,2
3/3/2013,0,2,0,1,1,1,0,3,0,0,0,0,0,1,0,2,1,0,2,0,1,0,0,0,2,1,0,1,1,0,2,0,1,3,0,1,2,1,0
3/4/2013,1,0,0,1,1,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0,2,2,0,0,4,2,2,1,1,1,1,0,0,0,2,1,0
3/5/2013,0,0,2,0,2,0,1,1,0,1,1,1,1,2,0,1,1,0,0,0,1,1,0,1,0,1,3,1,0,0,1,0,0,0,1,1,1,1,3
3/6/2013,0,0,3,3,2,1,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,1,1,0,0,1,0,2,1,2,1,0,1,2,0,1,1
3/7/2013,1,2,2,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,2,1,1,1,1,2,1,1,0,0,1,0,1,1,0,1,0,0,1,1
3/8/2013,1,1,0,0,0,1,1,1,0,1,1,1,0,2,1,0,0,0,0,1,0,3,0,0,1,1,1,2,0,2,0,1,1,0,2,1,1,1,1
3/9/2013,2,1,0,2,1,0,3,1,0,1,1,0,2,1,0,0,2,1,1,1,1,0,0,1,0,0,0,1,0,2,1,1,0,0,0,1,1,1,0
3/10/2013,0,2,1,2,1,1,0,0,0,0,2,1,1,1,1,3,1,0,0,2,0,0,2,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1
3/11/2013,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,2,2,1,1,0,0,2,1,0,3,2,1,0,0,2,1,1
3/12/2013,4,0,1,0,1,0,1,0,3,2,0,0,1,1,1,0,0,0,1,1,2,0,0,0,0,1,1,0,1,0,1,1,1,0,1,2,2,0,0
3/13/2013,0,2,0,0,0,1,1,0,1,0,0,2,1,2,0,0,2,1,1,1,1,1,1,2,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1
3/14/2013,0,2,0,0,1,0,1,2,0,1,0,3,1,1,3,1,2,1,0,1,0,1,2,0,1,0,0,0,1,1,0,0,2,0,1,1,0,0,0
3/15/2013,1,0,2,1,0,1,1,0,1,1,1,1,1,1,1,0,2,0,0,1,1,1,0,1,2,1,2,1,2,0,0,2,0,0,0,0,0,1,0
3/16/2013,0,0,2,0,2,1,1,0,1,0,0,1,0,0,1,2,0,1,0,1,1,0,1,1,1,2,0,1,1,1,0,1,1,0,2,1,1,1,1
3/17/2013,1,0,0,0,0,3,0,1,0,1,1,0,2,3,0,2,0,2,0,0,0,2,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0
3/18/2013,1,1,1,0,0,1,1,0,2,1,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,2,1,2,0,1,0,2,0,2,0,1,2,1,2
3/19/2013,0,1,0,1,1,2,0,1,0,0,0,2,1,3,1,1,0,0,1,1,1,0,0,1,0,1,2,0,1,1,0,0,1,0,2,1,0,1,2
3/20/2013,0,2,0,1,0,2,1,2,1,1,0,1,0,0,1,0,1,0,1,0,1,2,0,1,0,0,1,1,2,1,0,1,1,1,1,1,2,0,0
3/21/2013,0,0,1,1,1,2,1,2,0,0,1,0,0,2,1,1,2,1,3,0,0,0,1,0,1,0,0,3,0,2,0,1,1,1,0,1,0,0,0
3/22/2013,1,0,1,0,1,1,0,0,0,1,1,0,1,2,0,2,1,1,1,2,0,1,1,0,0,0,1,0,3,1,2,0,1,0,1,2,1,0,0
3/23/2013,1,1,0,0,1,1,3,0,0,1,0,2,2,1,0,0,1,0,1,0,1,0,0,1,1,0,2,1,1,1,0,3,0,2,0,1,0,1,0
3/24/2013,0,0,2,0,1,0,1,1,1,2,0,1,1,0,1,1,2,1,3,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,3,1
3/25/2013,0,1,1,0,0,1,1,1,0,1,1,2,0,0,1,0,1,4,1,0,1,1,0,0,1,0,2,0,0,1,1,0,0,1,1,2,0,1,2
3/26/2013,0,1,0,3,2,2,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,2,2,1,0,0,1,1,1,1,3
3/27/2013,2,0,2,1,1,0,0,1,1,1,0,0,0,2,1,0,2,0,1,2,0,1,0,1,1,1,1,1,0,2,0,0,1,0,2,0,1,0,1
3/28/2013,0,0,0,1,0,0,1,0,5,1,1,0,0,1,0,2,4,0,1,1,1,0,1,0,2,0,0,0,0,1,1,1,1,1,0,0,1,1,1
3/29/2013,0,1,1,2,1,2,0,0,2,0,2,2,3,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,1
3/30/2013,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,2,2,1,0,1,0,0,0,2,2,1,1,1,1,0,0,1,1
3/31/2013,0,0,1,2,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0,1,0,1,3,0,2,2,0,2,1,1,0,1,1,1,1,1,0,2,1
4/1/2013,0,1,1,0,1,0,1,0,0,0,1,1,0,0,3,1,1,3,0,0,2,0,1,1,0,1,0,1,1,1,0,2,1,1,2,1,1,0,0
4/2/2013,2,0,1,0,0,3,1,0,0,1,2,0,2,1,1,1,1,0,0,2,1,0,0,1,1,0,0,0,2,2,0,2,1,0,1,0,1,0,0
4/3/2013,1,1,2,0,1,0,4,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,2,0,1,1,1,0,2,1,1
4/4/2013,0,1,1,0,1,1,1,1,1,2,0,0,1,0,1,1,3,0,2,0,1,0,0,2,0,0,1,2,0,1,0,0,2,0,0,2,0,1,1
4/5/2013,0,2,1,0,0,0,0,1,0,1,1,1,0,1,1,0,2,0,1,1,0,0,2,0,2,1,1,1,2,2,1,1,1,0,0,1,0,1,1
4/6/2013,1,0,1,3,0,1,1,0,1,1,0,0,1,1,1,1,0,0,3,0,0,0,0,1,1,0,0,1,2,1,0,2,0,2,0,2,1,0,1
4/7/2013,0,0,2,0,0,1,0,2,1,1,2,0,2,0,2,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2,1,0,1,0,1,3,2,1,1
4/8/2013,0,1,0,2,0,1,0,0,2,2,1,0,0,1,2,0,1,1,0,1,2,0,0,1,1,0,2,1,0,0,1,2,1,0,0,1,0,0,3
4/9/2013,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,2,0,1,0,0,1,0,1,1,1,0,1,1,3,1,1,2,1,2,1,0,1,1,1
4/10/2013,2,1,1,0,0,1,1,0,0,0,0,0,2,1,0,2,2,0,0,0,1,1,3,0,1,0,1,1,1,0,1,1,1,2,0,0,1,1,1
4/11/2013,1,1,1,2,1,0,2,1,1,0,0,2,0,0,0,1,1,1,0,0,1,1,1,0,0,0,2,0,2,0,3,0,0,0,1,2,1,1,0
4/12/2013,0,2,1,0,0,0,0,0,2,1,1,3,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,3,0,0,3,1,0,1,1,1,0
4/13/2013,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,3,0,0,0,1,0,0,3,1,2,1,0,0,0,0,0,2,2,0,2,1,0,2,2
4/14/2013,1,1,1,2,2,0,3,1,0,2,1,2,1,0,1,0,0,1,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,3,1,1,0
4/15/2013,1,1,1,2,0,1,1,0,0,0,1,1,0,0,1,1,2,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,2,3,1,0
4/16/2013,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,0,1,3,1,0,0,3,1,1,0,0,1,1,0,3,1,1,1,2,0,1,0,0
4/17/2013,1,1,0,3,0,1,0,2,2,0,1,1,0,1,1,0,0,2,0,1,1,0,1,1,1,1,0,0,1,2,0,0,0,2,0,0,2,0,1
4/18/2013,1,1,2,2,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,2,1,0,0,2,0,0,0,1,0,2,0,1,1,0,2,0,0,1,3
4/19/2013,0,1,3,0,0,0,0,1,3,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,2,1,1,3,3,0,0,1
4/20/2013,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,2,1,1,1,1,1,1,0,0,2,1,0,1,1,1,1,2,1,1
4/21/2013,1,0,0,1,1,0,1,0,2,1,2,2,1,0,2,1,1,1,0,2,0,2,0,0,0,0,1,0,0,2,1,1,0,1,1,0,2,0,0
4/22/2013,1,0,2,1,1,0,1,1,0,1,0,1,0,2,0,1,2,0,1,0,1,2,0,1,2,0,1,1,1,1,0,1,0,1,0,0,1,1,1
4/23/2013,2,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,3,1,1,1,0,0,2,1,1,0,2,0,1,2,1,2,0,1
4/24/2013,1,0,1,0,0,0,1,1,0,1,1,2,1,1,2,2,0,1,3,0,1,0,0,0,1,0,2,1,0,1,0,0,2,2,0,1,0,0,1
4/25/2013,0,0,2,1,1,3,1,0,1,1,0,3,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,0,2,1,0,2,0,0,1,1,0
4/26/2013,1,1,0,0,0,3,2,1,0,0,1,0,0,0,1,0,2,0,1,1,1,2,2,2,0,0,0,0,2,0,0,0,1,1,1,1,1,2,0
4/27/2013,0,1,0,1,0,1,0,0,2,0,2,1,1,0,0,1,1,1,0,1,1,0,1,1,3,1,0,1,0,0,2,0,1,1,1,2,1,1,0
4/28/2013,1,0,1,1,0,0,2,2,1,0,1,0,0,1,0,0,0,2,0,1,0,1,1,0,1,2,1,2,2,1,1,1,0,0,1,1,1,0,1
4/29/2013,0,2,2,0,0,1,3,1,2,2,0,0,0,0,0,1,2,0,1,1,1,0,1,0,1,0,2,1,0,1,1,0,1,0,0,1,0,1,1
4/30/2013,2,2,2,1,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,1,2,0,2,2,3,0,0,0,1,0,0,0,1,1,0,0,1,1,1
5/1/2013,2,0,0,1,1,0,0,2,0,0,2,1,0,1,2,0,1,1,2,0,2,0,2,1,3,0,0,0,1,0,0,1,0,0,1,1,1,0,1
5/2/2013,2,1,0,2,0,1,0,0,2,1,1,0,1,1,1,2,1,1,0,0,0,1,1,2,1,0,1,0,2,0,0,0,1,1,1,1,0,1,0
5/3/2013,1,2,1,0,1,1,0,0,1,2,1,1,0,1,2,0,0,3,1,0,0,0,0,0,2,0,0,2,1,1,1,0,0,0,0,1,1,3,0
5/4/2013,0,1,1,0,2,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,3,2,2,1,0,1,0,2,2,0,1,0,2,1,1,0
5/5/2013,0,0,2,0,1,0,1,2,0,3,1,0,1,1,0,0,0,1,0,1,1,0,1,1,2,0,0,0,1,0,1,2,1,0,2,0,0,1,3
5/6/2013,2,0,0,0,1,2,1,2,0,0,1,0,2,1,0,1,1,1,1,1,2,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1
5/7/2013,1,0,1,1,0,0,1,1,1,0,0,2,0,0,0,1,2,2,2,0,0,0,1,1,0,0,2,1,2,2,0,1,0,1,2,1,0,0,1
5/8/2013,0,1,0,2,1,0,2,1,0,1,0,2,1,1,0,1,0,0,0,1,1,2,1,0,1,0,1,2,2,0,1,0,0,0,0,1,1,1,2
5/9/2013,1,1,0,0,0,0,0,3,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,2,0,1,0,0,2,0,1,4,1,1,2,2,0
5/10/2013,1,2,1,0,1,1,1,1,3,0,0,0,2,2,0,1,0,1,0,2,0,0,2,1,0,0,0,1,0,1,0,1,0,0,2,2,0,1,0
5/11/2013,2,1,1,1,1,0,1,1,0,0,0,1,2,0,1,0,0,2,1,0,0,1,0,0,3,0,1,0,1,1,0,1,3,0,2,0,0,1,1
5/12/2013,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,2,3,3,0,0,0,1,0,1,1,3,0,0,1,0,2,1,0,1,2,0,1,2,1
